7542,9365,1538023856.7789605
26438,149386,1538023857.1718545
11878,15124,1538023857.5000212
43501,10605,1538023858.2813163
0,1996,1538023859.0000827
0,6592,1538023859.8438764
0,35664,1538023860.609523
0,4418,1538023861.4845686
14669,3485,1538023862.1252537
0,5420,1538023862.844001
14206,127397,1538023863.4221537
0,10110,1538023864.3596952
34661,16717,1538023864.859715
0,1452,1538023865.6254034
3424,54270,1538023865.953542
0,24885,1538023866.766079
36653,26543,1538023867.1254563
0,10979,1538023868.0004764
0,6189,1538023868.7973676
73228,44123,1538023869.1411476
0,4920,1538023869.8599281
8649,36555,1538023870.328715
0,6575,1538023871.031857
0,33355,1538023871.8131382
47819,6732,1538023872.1881793
0,14128,1538023872.9069252
0,11785,1538023873.6257188
35440,5845,1538023874.1413686
0,10483,1538023874.9382675
1416,93507,1538023875.391413
0,32721,1538023876.1883264
0,48309,1538023876.9696088
18680,2808,1538023877.6102643
17196,44677,1538023878.2353199
0,9886,1538023878.954071
0,12686,1538023879.8603892
0,2994,1538023880.9541557
0,16057,1538023881.7198431
26198,9649,1538023882.219855
0,64478,1538023882.9854915
3537,9970,1538023883.344864
0,5151,1538023884.2824228
0,8109,1538023885.126208
81773,4280,1538023885.4387164
0,9342,1538023886.157536
0,5385,1538023886.9544086
40015,9277,1538023887.282583
0,4248,1538023888.0013618
2914,30995,1538023888.4232225
0,20174,1538023889.1264102
0,103900,1538023890.074501
6451,77553,1538023890.3088818
0,10448,1538023891.1526752
3780,61208,1538023891.4652147
6257,12678,1538023892.3558476
0,9900,1538023893.1840026
0,16742,1538023894.0121706
41093,29288,1538023894.4340918
0,12616,1538023895.1997192
0,71546,1538023895.9966252
38391,26947,1538023896.3872662
0,45037,1538023897.1529248
0,9955,1538023897.8561127
0,15871,1538023898.574893
0,2215,1538023899.2936747
0,7308,1538023900.1687117
0,25569,1538023900.903119
0,148685,1538023901.7625315
22003,41565,1538023902.418809
0,12734,1538023903.215682
0,6943,1538023903.9188435
12377,8918,1538023904.2938693
0,15549,1538023905.0126364
0,66439,1538023905.7783287
0,10322,1538023906.5127037
21363,3436,1538023907.372146
0,4017,1538023908.0753014
0,31122,1538023908.825334
0,3233,1538023909.528453
0,5463,1538023910.3253555
9913,85240,1538023910.5597382
3464,6769,1538023911.325405
0,1876,1538023912.0285592
17879,7918,1538023912.2629812
0,11993,1538023913.1067255
0,33693,1538023913.8723912
0,9408,1538023914.5755403
0,32321,1538023915.3568225
0,30653,1538023916.091235
0,7612,1538023916.8100178
9525,13325,1538023917.6537967
73939,19752,1538023918.1381862
0,40283,1538023918.8726325
0,7829,1538023919.6226387
36878,63017,1538023919.9195209
57408,13183,1538023920.325796
111275,30989,1538023921.0914373
11805,9148,1538023921.2164407
12055,136540,1538023921.4821012
0,10521,1538023922.3415172
0,3504,1538023923.2321682
26071,44913,1538023923.9665737
34200,10813,1538023924.3259666
0,125993,1538023925.18541
0,5033,1538023925.8885422
3459,6234,1538023926.4666922
0,82929,1538023927.2479694
954,4125,1538023927.9042404
0,23985,1538023928.71677
40587,31564,1538023929.1230423
0,20773,1538023930.0137413
49512,7796,1538023930.888734
0,21057,1538023931.6075299
19107,4386,1538023932.4825623
0,1469,1538023933.185717
0,7719,1538023933.8888626
51079,139520,1538023934.6233125
20037,17820,1538023934.795195
49979,10370,1538023935.1701722
33239,8942,1538023935.8889945
13562,3749,1538023936.0764687
0,34631,1538023936.8577564
2029,13695,1538023937.2328007
6055,12065,1538023937.4515264
7660,13620,1538023937.6077838
10261,3611,1538023938.2171836
