Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2016/12/08;19:13:53;1481224433;122.2;185;161;147.0;0;0;18.7;65.6;58;682;-1
2016/12/08;19:14:03;1481224443;118.7;184;156;148.0;0;0;18.7;65.6;58;682;-1
2016/12/08;19:14:13;1481224453;119.6;184;157;145.0;0;0;18.5;65.4;58;684;-1
2016/12/08;19:14:23;1481224463;120.4;185;159;149.0;0;0;18.5;65.4;58;686;-1
2016/12/08;19:14:33;1481224473;125.8;187;166;152.0;0;0;18.5;65.4;58;688;-1
2016/12/08;19:14:43;1481224483;129.4;189;171;165.0;0;0;18.4;65.2;58;689;-1
2016/12/08;19:14:53;1481224493;126.7;188;167;161.0;0;0;18.4;65.2;58;689;-1
2016/12/08;19:15:03;1481224503;122.2;185;161;153.0;0;0;18.4;65.2;58;687;-1
2016/12/08;19:15:13;1481224513;118.7;184;156;142.0;0;0;18.3;65.0;59;686;-1
2016/12/08;19:15:23;1481224523;118.7;184;156;141.0;0;0;18.3;65.0;59;680;-1
2016/12/08;19:15:33;1481224533;120.4;185;159;143.0;0;0;18.3;65.0;59;678;-1
2016/12/08;19:15:43;1481224543;118.7;184;156;141.0;0;0;18.2;64.8;59;672;-1
2016/12/08;19:15:53;1481224553;121.3;185;160;142.0;0;0;18.2;64.8;59;668;-1
2016/12/08;19:16:03;1481224563;123.1;186;162;149.0;0;0;18.2;64.8;59;662;-1
2016/12/08;19:16:13;1481224573;129.4;189;171;161.0;0;0;18.1;64.7;59;660;-1
2016/12/08;19:16:23;1481224583;124.9;187;165;158.0;0;0;18.1;64.7;59;660;-1
2016/12/08;19:16:33;1481224593;124.0;186;164;151.0;0;0;18.1;64.7;59;659;-1
2016/12/08;19:16:43;1481224603;124.0;186;164;148.0;0;0;18.1;64.5;60;657;-1
2016/12/08;19:16:53;1481224613;126.7;188;167;149.0;0;0;18.1;64.5;60;658;-1
2016/12/08;19:17:03;1481224623;125.8;187;166;151.0;0;0;18.1;64.5;60;657;-1
2016/12/08;19:17:13;1481224633;123.1;186;162;147.0;0;0;18.0;64.4;60;655;-1
2016/12/08;19:17:23;1481224643;122.2;185;161;147.0;0;0;18.0;64.4;60;654;-1
2016/12/08;19:17:33;1481224653;122.2;185;161;146.0;0;0;18.0;64.4;60;653;-1
2016/12/08;19:17:43;1481224663;121.3;185;160;143.0;0;0;17.9;64.2;60;651;-1
2016/12/08;19:17:53;1481224673;118.7;184;156;141.0;0;0;17.9;64.2;60;648;-1
2016/12/08;19:18:03;1481224683;119.6;184;157;141.0;0;0;17.9;64.2;60;646;-1
2016/12/08;19:18:13;1481224693;118.7;184;156;142.0;0;0;17.9;64.1;60;645;-1
2016/12/08;19:18:23;1481224703;117.8;183;155;145.0;0;0;17.9;64.1;60;643;-1
2016/12/08;19:18:33;1481224713;117.8;183;155;146.0;0;0;17.9;64.1;60;641;-1
2016/12/08;19:18:43;1481224723;118.7;184;156;149.0;0;0;17.8;64.0;61;641;-1
2016/12/08;19:18:53;1481224733;120.4;185;159;146.0;0;0;17.8;64.0;61;639;-1
2016/12/08;19:19:03;1481224743;119.6;184;157;145.0;0;0;17.8;64.0;61;638;-1
2016/12/08;19:19:13;1481224753;121.3;185;160;145.0;0;0;17.7;63.9;61;636;-1
2016/12/08;19:19:23;1481224763;123.1;186;162;146.0;0;0;17.7;63.9;61;636;-1
2016/12/08;19:19:33;1481224773;124.9;187;165;149.0;0;0;17.7;63.9;61;633;-1
2016/12/08;19:24:53;1481225093;116.9;183;154;148.0;0;0;17.3;63.1;62;691;-1
2016/12/08;19:30:03;1481225403;129.4;189;171;153.0;0;0;17.0;62.6;63;730;-1
2016/12/08;19:35:13;1481225713;112.4;180;147;133.0;0;0;16.8;62.3;64;708;-1
2016/12/08;19:40:23;1481226023;125.8;187;166;155.0;0;0;16.8;62.2;65;705;-1
2016/12/08;19:45:33;1481226333;124.0;186;164;155.0;0;0;16.8;62.2;66;724;-1
2016/12/08;19:50:43;1481226643;140.2;195;186;171.0;0;0;16.8;62.2;66;770;-1
2016/12/08;19:55:53;1481226953;134.8;192;179;164.0;0;0;16.7;62.0;66;700;-1
2016/12/08;20:01:03;1481227263;126.7;188;167;156.0;0;0;16.5;61.8;66;669;-1
2016/12/08;20:06:13;1481227573;123.1;186;162;152.0;0;0;16.5;61.7;66;702;-1
2016/12/08;20:11:23;1481227883;126.7;188;167;157.0;0;0;16.4;61.6;65;694;-1
2016/12/08;20:16:33;1481228193;122.2;185;161;144.0;0;0;16.4;61.5;67;684;-1
2016/12/08;20:21:43;1481228503;123.1;186;162;151.0;0;0;16.4;61.5;66;658;-1
2016/12/08;20:26:53;1481228813;112.4;180;147;139.0;0;0;16.3;61.4;65;617;-1
2016/12/08;20:32:03;1481229123;112.4;180;147;138.0;0;0;16.3;61.3;65;626;-1
2016/12/08;20:37:13;1481229433;116.9;183;154;139.0;0;0;16.3;61.3;66;640;-1
2016/12/08;20:42:23;1481229743;116.9;183;154;149.0;0;0;16.3;61.3;66;652;-1
2016/12/08;20:47:33;1481230053;120.4;185;159;147.0;0;0;16.3;61.3;66;650;-1
2016/12/08;20:52:43;1481230363;112.4;180;147;141.0;0;0;16.2;61.2;66;646;-1
2016/12/08;20:57:53;1481230673;114.2;181;149;139.0;0;0;16.2;61.1;66;641;-1
2016/12/08;21:05:40;1481231140;103.4;176;136;128.0;0;0;16.1;61.0;66;632;-1
2016/12/08;21:10:50;1481231450;110.6;179;145;134.0;0;0;16.1;61.0;66;625;-1
2016/12/08;21:16:00;1481231760;111.5;180;146;130.0;0;0;16.1;60.9;66;619;-1
2016/12/08;21:21:10;1481232070;124.0;186;164;145.0;0;0;16.1;60.9;66;614;-1
2016/12/08;21:26:20;1481232380;110.6;179;145;132.0;0;0;16.1;60.9;67;610;-1
2016/12/08;21:31:30;1481232690;106.1;177;139;130.0;0;0;16.0;60.8;67;600;-1
2016/12/08;21:36:40;1481233000;118.7;184;156;151.0;0;0;16.0;60.8;67;585;-1
2016/12/08;21:41:50;1481233310;106.1;177;139;125.0;0;0;16.0;60.7;67;576;-1
2016/12/08;21:47:00;1481233620;118.7;184;156;143.0;0;0;16.0;60.7;67;570;-1
2016/12/08;21:52:10;1481233930;104.3;176;137;126.0;0;0;15.9;60.7;67;565;-1
2016/12/08;21:57:20;1481234240;108.8;179;142;132.0;0;0;15.9;60.7;67;565;-1
2016/12/08;22:02:30;1481234550;112.4;180;147;143.0;0;0;15.9;60.6;67;567;-1
2016/12/08;22:07:40;1481234860;108.8;179;142;134.0;0;0;15.9;60.6;67;560;-1
2016/12/08;22:12:50;1481235170;111.5;180;146;133.0;0;0;15.9;60.6;67;564;-1
2016/12/08;22:18:00;1481235480;110.6;179;145;132.0;0;0;15.8;60.5;67;566;-1
2016/12/08;22:23:10;1481235790;106.1;177;139;136.0;0;0;15.8;60.4;67;560;-1
2016/12/08;22:28:20;1481236100;106.1;177;139;136.0;0;0;15.8;60.4;67;557;-1
2016/12/08;22:33:30;1481236410;105.2;177;138;125.0;0;0;15.7;60.3;67;546;-1
2016/12/08;22:38:40;1481236720;102.5;175;135;124.0;0;0;15.7;60.3;67;556;-1
2016/12/08;22:43:50;1481237030;112.4;180;147;136.0;0;0;15.7;60.3;67;546;-1
2016/12/08;22:49:00;1481237340;114.2;181;149;137.0;0;0;15.7;60.2;67;537;-1
2016/12/08;22:54:10;1481237650;105.2;177;138;126.0;0;0;15.7;60.2;67;539;-1
2016/12/08;22:59:20;1481237960;105.2;177;138;130.0;0;0;15.7;60.2;67;537;-1
2016/12/08;23:04:30;1481238270;114.2;181;149;138.0;0;0;15.7;60.2;66;533;-1
2016/12/08;23:09:40;1481238580;116.0;182;152;138.0;0;0;15.6;60.1;66;534;-1
2016/12/08;23:14:50;1481238890;118.7;184;156;148.0;0;0;15.5;59.9;66;533;-1
2016/12/08;23:20:00;1481239200;105.2;177;138;122.0;0;0;15.4;59.8;66;536;-1
2016/12/08;23:25:10;1481239510;108.8;179;142;134.0;0;0;15.4;59.8;66;544;-1
2016/12/08;23:30:20;1481239820;108.8;179;142;133.0;0;0;15.4;59.7;67;545;-1
2016/12/08;23:35:30;1481240130;108.8;179;142;127.0;0;0;15.4;59.7;67;548;-1
2016/12/08;23:40:40;1481240440;108.8;179;142;131.0;0;0;15.4;59.7;67;550;-1
2016/12/08;23:45:50;1481240750;104.3;176;137;123.0;0;0;15.3;59.6;67;554;-1
2016/12/08;23:51:00;1481241060;107.0;178;140;134.0;0;0;15.4;59.7;67;548;-1
2016/12/08;23:56:10;1481241370;112.4;180;147;133.0;0;0;15.4;59.6;67;541;-1
2016/12/09;00:01:20;1481241680;107.0;178;140;130.0;0;0;15.3;59.6;67;533;-1
2016/12/09;00:06:30;1481241990;103.4;176;136;120.0;0;0;15.3;59.6;67;530;-1
2016/12/09;00:11:40;1481242300;106.1;177;139;127.0;0;0;15.3;59.6;67;528;-1
2016/12/09;00:16:50;1481242610;108.8;179;142;130.0;0;0;15.3;59.6;67;524;-1
2016/12/09;00:22:00;1481242920;102.5;175;135;126.0;0;0;15.3;59.6;67;523;-1
2016/12/09;00:27:10;1481243230;106.1;177;139;122.0;0;0;15.3;59.6;67;520;-1
2016/12/09;00:32:20;1481243540;107.9;178;141;134.0;0;0;15.3;59.6;67;516;-1
2016/12/09;00:37:30;1481243850;101.6;175;134;120.0;0;0;15.3;59.6;67;511;-1
2016/12/09;00:42:40;1481244160;105.2;177;138;124.0;0;0;15.3;59.5;67;511;-1
2016/12/09;00:47:50;1481244470;102.5;175;135;127.0;0;0;15.2;59.4;67;515;-1
2016/12/09;00:53:00;1481244780;105.2;177;138;128.0;0;0;15.3;59.5;67;513;-1
2016/12/09;00:58:10;1481245090;104.3;176;137;123.0;0;0;15.3;59.5;67;511;-1
2016/12/09;01:03:20;1481245400;99.8;174;131;120.0;0;0;15.2;59.3;67;517;-1
2016/12/09;01:08:30;1481245710;100.7;174;132;119.0;0;0;15.1;59.3;67;516;-1
2016/12/09;01:13:40;1481246020;101.6;175;134;115.0;0;0;15.1;59.2;67;515;-1
2016/12/09;01:18:50;1481246330;101.6;175;134;121.0;0;0;15.1;59.2;67;510;-1
2016/12/09;01:24:00;1481246640;99.8;174;131;117.0;0;0;15.2;59.3;67;508;-1
2016/12/09;01:29:10;1481246950;102.5;175;135;122.0;0;0;15.1;59.2;67;515;-1
2016/12/09;01:34:20;1481247260;97.1;172;128;113.0;0;0;15.1;59.2;67;515;-1
2016/12/09;01:39:30;1481247570;98.0;173;129;114.0;0;0;15.1;59.2;67;512;-1
2016/12/09;01:44:40;1481247880;97.1;172;128;114.0;0;0;15.1;59.2;67;512;-1
2016/12/09;01:49:50;1481248190;93.6;171;124;113.0;0;0;15.1;59.2;67;521;-1
2016/12/09;01:55:00;1481248500;90.9;169;120;108.0;0;0;15.1;59.2;67;523;-1
2016/12/09;02:00:10;1481248810;95.3;172;126;114.0;0;0;15.1;59.1;67;523;-1
2016/12/09;02:05:20;1481249120;97.1;172;128;117.0;0;0;15.0;59.0;67;522;-1
2016/12/09;02:10:30;1481249430;97.1;172;128;109.0;0;0;15.0;59.0;67;512;-1
2016/12/09;02:15:40;1481249740;91.8;170;122;107.0;0;0;15.0;59.1;67;404;-1
2016/12/09;02:20:50;1481250050;89.1;168;118;107.0;0;0;15.0;59.1;66;411;-1
2016/12/09;02:26:00;1481250360;87.3;167;116;102.0;0;0;15.0;58.9;66;413;-1
2016/12/09;02:31:10;1481250670;90.0;169;119;103.0;0;0;15.0;58.9;66;416;-1
2016/12/09;02:36:20;1481250980;91.8;170;122;107.0;0;0;14.9;58.8;67;412;-1
2016/12/09;02:41:30;1481251290;95.3;172;126;109.0;0;0;14.9;58.8;67;408;-1
2016/12/09;02:46:40;1481251600;91.8;170;122;107.0;0;0;14.9;58.7;67;405;-1
2016/12/09;02:51:50;1481251910;92.7;170;123;109.0;0;0;14.9;58.7;67;404;-1
2016/12/09;02:57:00;1481252220;92.7;170;123;111.0;0;0;14.8;58.7;67;405;-1
2016/12/09;03:02:10;1481252530;89.1;168;118;103.0;0;0;14.8;58.6;67;402;-1
2016/12/09;03:07:20;1481252840;85.5;166;114;100.0;0;0;14.8;58.6;67;405;-1
2016/12/09;03:12:30;1481253150;90.0;169;119;105.0;0;0;14.8;58.6;67;403;-1
2016/12/09;03:17:40;1481253460;87.3;167;116;101.0;0;0;14.8;58.6;67;404;-1
2016/12/09;03:22:50;1481253770;93.6;171;124;111.0;0;0;14.8;58.6;67;407;-1
2016/12/09;03:28:00;1481254080;92.7;170;123;106.0;0;0;14.7;58.5;67;407;-1
2016/12/09;03:33:10;1481254390;86.4;167;115;100.0;0;0;14.7;58.5;67;406;-1
2016/12/09;03:38:20;1481254700;92.7;170;123;110.0;0;0;14.7;58.5;67;404;-1
2016/12/09;03:43:30;1481255010;86.4;167;115;101.0;0;0;14.7;58.5;67;406;-1
2016/12/09;03:48:40;1481255320;88.2;168;117;100.0;0;0;14.7;58.5;67;403;-1
2016/12/09;03:53:50;1481255630;88.2;168;117;100.0;0;0;14.7;58.5;67;401;-1
2016/12/09;03:59:00;1481255940;84.6;166;113;98.0;0;0;14.7;58.5;67;400;-1
2016/12/09;04:04:10;1481256250;85.5;166;114;99.0;0;0;14.7;58.4;67;401;-1
2016/12/09;04:09:20;1481256560;81.9;165;109;95.0;0;0;14.7;58.4;67;397;-1
2016/12/09;04:14:30;1481256870;77.4;162;104;88.0;0;0;14.6;58.3;67;400;-1
2016/12/09;04:19:40;1481257180;80.1;164;107;95.0;0;0;14.6;58.2;67;399;-1
2016/12/09;04:24:50;1481257490;81.9;165;109;95.0;0;0;14.5;58.1;67;398;-1
2016/12/09;04:30:00;1481257800;82.8;165;111;92.0;0;0;14.5;58.1;67;398;-1
2016/12/09;04:35:10;1481258110;78.3;163;105;90.0;0;0;14.5;58.1;67;398;-1
2016/12/09;04:40:20;1481258420;80.1;164;107;93.0;0;0;14.5;58.0;67;396;-1
2016/12/09;04:45:30;1481258730;79.2;163;106;93.0;0;0;14.5;58.1;67;397;-1
2016/12/09;04:50:40;1481259040;81.9;165;109;93.0;0;0;14.5;58.1;67;394;-1
2016/12/09;04:55:50;1481259350;80.1;164;107;91.0;0;0;14.5;58.1;66;397;-1
2016/12/09;05:01:00;1481259660;73.8;160;99;82.0;0;0;14.4;58.0;66;399;-1
2016/12/09;05:06:10;1481259970;78.3;163;105;87.0;0;0;14.4;57.9;66;398;-1
2016/12/09;05:11:20;1481260280;77.4;162;104;90.0;0;0;14.4;57.8;66;400;-1
2016/12/09;05:16:30;1481260590;72.9;160;97;82.0;0;0;14.4;57.8;66;398;-1
2016/12/09;05:21:40;1481260900;73.8;160;99;85.0;0;0;14.3;57.8;66;402;-1
2016/12/09;05:26:50;1481261210;74.7;161;100;84.0;0;0;14.3;57.8;65;400;-1
2016/12/09;05:32:00;1481261520;72.9;160;97;84.0;0;0;14.3;57.7;65;401;-1
2016/12/09;05:37:10;1481261830;73.8;160;99;82.0;0;0;14.3;57.7;65;402;-1
2016/12/09;05:42:20;1481262140;77.4;162;104;88.0;0;0;14.3;57.7;65;400;-1
2016/12/09;05:47:30;1481262450;75.6;161;102;90.0;0;0;14.3;57.7;65;399;-1
2016/12/09;05:52:40;1481262760;72.9;160;97;82.0;0;0;14.3;57.7;65;402;-1
2016/12/09;05:57:50;1481263070;75.6;161;102;87.0;0;0;14.2;57.6;65;400;-1
2016/12/09;06:03:00;1481263380;77.4;162;104;89.0;0;0;14.2;57.6;65;403;-1
2016/12/09;06:08:10;1481263690;75.6;161;102;80.0;0;0;14.2;57.5;65;397;-1
2016/12/09;06:13:20;1481264000;72.9;160;97;84.0;0;0;14.2;57.5;65;396;-1
2016/12/09;06:18:30;1481264310;75.6;161;102;86.0;0;0;14.1;57.4;65;398;-1
2016/12/09;06:23:40;1481264620;73.8;160;99;82.0;0;0;14.1;57.4;65;398;-1
2016/12/09;06:28:50;1481264930;78.3;163;105;90.0;0;0;14.1;57.3;65;398;-1
2016/12/09;06:34:00;1481265240;73.8;160;99;83.0;0;0;14.1;57.3;65;397;-1
2016/12/09;06:39:10;1481265550;76.5;162;103;91.0;0;0;14.1;57.3;65;396;-1
2016/12/09;06:44:20;1481265860;66.7;157;90;78.0;0;0;14.1;57.3;65;398;-1
2016/12/09;06:49:30;1481266170;76.5;162;103;87.0;0;0;14.1;57.3;65;399;-1
2016/12/09;06:54:40;1481266480;75.6;161;102;88.0;0;0;14.1;57.3;65;399;-1
2016/12/09;06:59:50;1481266790;73.8;160;99;79.0;0;0;14.1;57.3;65;398;-1
2016/12/09;07:05:00;1481267100;74.7;161;100;82.0;0;0;14.1;57.3;65;398;-1
2016/12/09;07:10:10;1481267410;70.2;159;94;81.0;0;0;14.1;57.3;65;397;-1
2016/12/09;07:15:20;1481267720;69.3;158;93;76.0;0;0;14.1;57.3;65;397;-1
2016/12/09;07:20:30;1481268030;72.0;160;96;84.0;0;0;14.0;57.2;65;400;-1
2016/12/09;07:25:40;1481268340;68.4;158;92;76.0;0;0;14.0;57.2;65;398;-1
2016/12/09;07:30:50;1481268650;72.9;160;97;78.0;0;0;14.0;57.1;65;396;-1
2016/12/09;07:36:00;1481268960;72.0;160;96;83.0;0;0;14.0;57.2;65;397;-1
2016/12/09;07:41:10;1481269270;72.9;160;97;82.0;0;0;14.0;57.2;65;396;-1
2016/12/09;07:46:20;1481269580;65.8;156;89;73.0;0;0;14.0;57.2;65;400;-1
2016/12/09;07:51:30;1481269890;77.4;162;104;90.0;0;0;14.0;57.1;65;404;-1
2016/12/09;07:56:40;1481270200;67.6;157;91;77.0;0;0;13.9;57.0;65;408;-1
2016/12/09;08:01:50;1481270510;72.0;160;96;79.0;0;0;13.9;57.1;65;412;-1
2016/12/09;08:07:00;1481270820;67.6;157;91;78.0;0;0;14.0;57.2;65;448;-1
2016/12/09;08:12:10;1481271130;72.9;160;97;87.0;0;0;14.1;57.3;65;465;-1
2016/12/09;08:17:20;1481271440;72.0;160;96;80.0;0;0;14.1;57.3;65;482;-1
2016/12/09;08:22:30;1481271750;72.9;160;97;83.0;0;0;14.1;57.3;65;481;-1
2016/12/09;08:27:40;1481272060;75.6;161;102;87.0;0;0;14.1;57.5;65;481;-1
2016/12/09;08:32:50;1481272370;71.1;159;95;80.0;0;0;14.2;57.5;65;494;-1
2016/12/09;08:38:00;1481272680;75.6;161;102;87.0;0;0;14.2;57.6;65;498;-1
2016/12/09;08:43:10;1481272990;82.8;165;111;97.0;0;0;14.2;57.6;65;498;-1
2016/12/09;08:48:20;1481273300;83.7;166;112;96.0;0;0;14.3;57.7;65;491;-1
2016/12/09;08:53:30;1481273610;83.7;166;112;96.0;0;0;14.3;57.8;65;488;-1
2016/12/09;08:58:40;1481273920;83.7;166;112;94.0;0;0;14.4;57.8;66;491;-1
2016/12/09;09:03:50;1481274230;95.3;172;126;112.0;0;0;14.4;57.9;66;490;-1
2016/12/09;09:09:00;1481274540;94.4;171;125;108.0;0;0;14.4;57.9;66;486;-1
2016/12/09;09:14:10;1481274850;99.8;174;131;112.0;0;0;14.4;57.9;66;476;-1
2016/12/09;09:19:20;1481275160;90.0;169;119;104.0;0;0;14.4;58.0;66;479;-1
2016/12/09;09:24:30;1481275470;102.5;175;135;116.0;0;0;14.5;58.0;66;478;-1
2016/12/09;09:29:40;1481275780;107.0;178;140;128.0;0;0;14.5;58.1;66;473;-1
2016/12/09;09:34:50;1481276090;109.7;179;144;131.0;0;0;14.5;58.2;66;476;-1
2016/12/09;09:40:00;1481276400;114.2;181;149;137.0;0;0;14.6;58.2;66;480;-1
2016/12/09;09:45:10;1481276710;112.4;180;147;131.0;0;0;14.6;58.3;67;500;-1
2016/12/09;09:50:20;1481277020;117.8;183;155;144.0;0;0;14.7;58.4;66;517;-1
2016/12/09;09:55:30;1481277330;123.1;186;162;150.0;0;0;14.7;58.5;66;518;-1
2016/12/09;10:00:40;1481277640;114.2;181;149;133.0;0;0;14.7;58.5;66;517;-1
2016/12/09;10:05:50;1481277950;117.8;183;155;143.0;0;0;14.8;58.6;66;552;-1
2016/12/09;10:11:00;1481278260;130.3;190;172;159.0;0;0;14.8;58.7;66;552;-1
2016/12/09;10:16:10;1481278570;125.8;187;166;156.0;0;0;14.9;58.8;66;555;-1
2016/12/09;10:21:20;1481278880;137.5;193;183;162.0;0;0;14.9;58.9;66;558;-1
2016/12/09;10:26:30;1481279190;135.7;192;180;162.0;0;0;15.0;59.0;66;583;-1
2016/12/09;10:31:40;1481279500;149.1;199;199;179.0;0;0;15.0;59.1;66;583;-1
2016/12/09;10:36:50;1481279810;146.4;198;195;181.0;0;0;15.1;59.2;66;596;-1
2016/12/09;10:42:00;1481280120;134.8;192;179;168.0;0;0;15.1;59.2;66;589;-1
2016/12/09;10:47:10;1481280430;148.2;199;197;184.0;0;0;15.2;59.3;66;607;-1
2016/12/09;10:52:20;1481280740;152.7;203;204;190.0;0;0;15.2;59.4;66;595;-1
2016/12/09;10:57:30;1481281050;151.8;202;203;183.0;0;0;15.2;59.4;66;584;-1
2016/12/09;11:02:40;1481281360;142.9;196;190;175.0;0;0;15.3;59.5;66;585;-1
2016/12/09;11:07:50;1481281670;151.8;202;203;184.0;0;0;15.3;59.6;66;639;-1
2016/12/09;11:13:00;1481281980;142.0;196;189;166.0;0;0;15.3;59.6;67;627;-1
2016/12/09;11:18:10;1481282290;158.1;209;209;194.0;0;0;15.4;59.7;66;616;-1
2016/12/09;11:23:20;1481282600;153.6;204;205;184.0;0;0;15.4;59.8;67;620;-1
2016/12/09;11:28:30;1481282910;148.2;199;197;180.0;0;0;15.5;59.8;66;595;-1
2016/12/09;11:33:40;1481283220;153.6;204;205;189.0;0;0;15.5;59.9;66;582;-1
2016/12/09;11:38:50;1481283530;146.4;198;195;176.0;0;0;15.6;60.0;66;606;-1
2016/12/09;11:44:00;1481283840;157.2;208;208;187.0;0;0;15.6;60.1;66;611;-1
2016/12/09;11:49:10;1481284150;159.9;210;211;195.0;0;0;15.6;60.1;66;596;-1
2016/12/09;11:54:20;1481284460;149.1;199;199;177.0;0;0;15.6;60.2;66;571;-1
2016/12/09;11:59:30;1481284770;150.0;200;200;184.0;0;0;15.7;60.2;66;546;-1
2016/12/09;12:04:40;1481285080;146.4;198;195;176.0;0;0;15.7;60.3;66;558;-1
2016/12/09;12:09:50;1481285390;157.2;208;208;195.0;0;0;15.8;60.4;66;564;-1
2016/12/09;12:15:00;1481285700;147.3;198;196;185.0;0;0;15.8;60.5;66;593;-1
2016/12/09;12:20:10;1481286010;163.5;214;214;197.0;0;0;15.9;60.6;66;593;-1
2016/12/09;12:25:20;1481286320;150.9;201;202;183.0;0;0;15.9;60.7;66;569;-1
2016/12/09;12:30:30;1481286630;141.1;195;188;170.0;0;0;16.0;60.7;66;578;-1
2016/12/09;12:35:40;1481286940;136.6;193;181;162.0;0;0;16.0;60.8;66;575;-1
2016/12/09;12:40:50;1481287250;141.1;195;188;171.0;0;0;16.0;60.9;66;558;-1
2016/12/09;12:46:00;1481287560;150.0;200;200;186.0;0;0;16.1;61.0;66;549;-1
2016/12/09;12:51:10;1481287870;133.0;191;176;159.0;0;0;16.1;61.0;65;542;-1
2016/12/09;12:56:20;1481288180;132.1;191;175;158.0;0;0;16.2;61.1;65;549;-1
2016/12/09;13:01:30;1481288490;133.0;191;176;162.0;0;0;16.2;61.2;65;556;-1
2016/12/09;13:06:40;1481288800;134.8;192;179;161.0;0;0;16.3;61.3;65;554;-1
2016/12/09;13:11:50;1481289110;134.8;192;179;167.0;0;0;16.3;61.4;65;558;-1
2016/12/09;13:17:00;1481289420;137.5;193;183;166.0;0;0;16.4;61.5;64;561;-1
2016/12/09;13:22:10;1481289730;130.3;190;172;154.0;0;0;16.4;61.5;64;549;-1
2016/12/09;13:27:20;1481290040;133.9;191;177;160.0;0;0;16.5;61.7;64;541;-1
2016/12/09;13:32:30;1481290350;118.7;184;156;143.0;0;0;16.5;61.7;64;549;-1
2016/12/09;13:37:40;1481290660;122.2;185;161;155.0;0;0;16.6;61.8;65;552;-1
2016/12/09;13:42:50;1481290970;115.1;182;151;141.0;0;0;16.7;62.0;65;571;-1
2016/12/09;13:48:00;1481291280;124.0;186;164;151.0;0;0;16.7;62.1;65;564;-1
2016/12/09;13:53:10;1481291590;124.9;187;165;150.0;0;0;16.8;62.2;65;583;-1
2016/12/09;13:58:20;1481291900;125.8;187;166;150.0;0;0;16.8;62.3;65;605;-1
2016/12/09;14:03:30;1481292210;118.7;184;156;143.0;0;0;16.9;62.4;65;623;-1
2016/12/09;14:08:40;1481292520;134.8;192;179;162.0;0;0;16.9;62.5;65;627;-1
2016/12/09;14:13:50;1481292830;132.1;191;175;160.0;0;0;17.0;62.6;65;635;-1
2016/12/09;14:19:00;1481293140;124.0;186;164;154.0;0;0;17.1;62.7;65;632;-1
