181,341,384,120,226,255,1545666532.0
181,341,384,120,226,255,1545666542.0
181,341,384,120,226,255,1545666552.0
181,341,384,120,226,255,1545666562.0
181,341,384,120,226,255,1545666572.0
181,341,384,120,226,255,1545666582.0
181,341,384,120,226,255,1545666592.0
181,341,384,120,226,255,1545666602.0
181,341,384,120,226,255,1545666612.0
181,341,384,120,226,255,1545666622.0
181,341,384,120,226,255,1545666632.0
181,341,384,120,226,255,1545666642.0
181,341,384,120,226,255,1545666652.0
181,341,384,120,226,255,1545666662.0
181,341,384,120,226,255,1545666672.0
181,341,384,120,226,255,1545666682.0
181,341,384,120,226,255,1545666692.0
181,341,384,120,226,255,1545666702.0
181,341,384,120,226,255,1545666712.0
181,341,384,120,226,255,1545666722.0
181,341,384,120,226,255,1545666732.0
181,341,384,120,226,255,1545666742.0
181,341,384,120,226,255,1545666752.0
181,341,384,120,226,255,1545666762.0
181,341,384,120,226,255,1545666772.0
181,341,384,120,226,255,1545666782.0
181,341,384,120,226,255,1545666792.0
181,341,384,120,226,255,1545666802.0
181,341,384,120,226,255,1545666812.0
181,341,384,120,226,255,1545666822.0
181,341,384,120,226,255,1545666832.0
181,341,385,120,226,256,1545666842.0
181,341,386,120,226,256,1545666852.0
182,341,387,120,226,257,1545666862.0
182,341,387,121,227,257,1545666872.0
183,341,387,121,227,257,1545666882.0
183,341,386,121,226,257,1545666892.0
182,340,386,121,226,256,1545666902.0
182,339,385,120,225,256,1545666912.0
181,339,384,120,225,255,1545666922.0
181,338,384,120,225,255,1545666932.0
180,337,383,119,224,255,1545666942.0
178,336,382,118,223,254,1545666952.0
-1,-1,-1,-1,-1,-1,1545666962.0
-1,-1,-1,-1,-1,-1,1545667159.0
-1,-1,-1,-1,-1,-1,1545667169.0
-1,-1,-1,-1,-1,-1,1545667179.0
-1,-1,-1,-1,-1,-1,1545667189.0
-1,-1,-1,-1,-1,-1,1545667199.0
-1,-1,-1,-1,-1,-1,1545667209.0
-1,-1,-1,-1,-1,-1,1545667219.0
-1,-1,-1,-1,-1,-1,1545667229.0
-1,-1,-1,-1,-1,-1,1545667239.0
-1,-1,-1,-1,-1,-1,1545667249.0
-1,-1,-1,-1,-1,-1,1545667259.0
-1,-1,-1,-1,-1,-1,1545667269.0
-1,-1,-1,-1,-1,-1,1545667279.0
-1,-1,-1,-1,-1,-1,1545667289.0
-1,-1,-1,-1,-1,-1,1545667299.0
-1,-1,-1,-1,-1,-1,1545667309.0
-1,-1,-1,-1,-1,-1,1545667319.0
-1,-1,-1,-1,-1,-1,1545667329.0
-1,-1,-1,-1,-1,-1,1545667339.0
-1,-1,-1,-1,-1,-1,1545667349.0
-1,-1,-1,-1,-1,-1,1545667359.0
-1,-1,-1,-1,-1,-1,1545667369.0
-1,-1,-1,-1,-1,-1,1545667379.0
-1,-1,-1,-1,-1,-1,1545667389.0
-1,-1,-1,-1,-1,-1,1545667399.0
154,288,319,102,191,212,1545667409.0
154,287,318,102,191,211,1545667419.0
154,288,320,102,191,213,1545667429.0
155,289,322,102,192,214,1545667439.0
155,291,324,103,193,215,1545667449.0
156,293,327,104,195,217,1545667459.0
157,295,328,104,196,218,1545667469.0
157,295,329,104,196,218,1545667479.0
157,296,329,104,197,218,1545667489.0
158,296,329,104,197,218,1545667499.0
158,297,329,104,197,219,1545667509.0
158,297,329,104,197,219,1545667519.0
157,297,329,104,197,218,1545667529.0
157,296,327,104,196,217,1545667539.0
157,295,326,104,195,217,1545667549.0
157,294,326,104,195,216,1545667559.0
157,293,325,104,195,216,1545667569.0
157,294,326,104,195,216,1545667579.0
157,294,326,104,195,216,1545667589.0
157,294,326,104,195,216,1545667599.0
157,294,326,104,195,217,1545667609.0
157,294,326,104,195,217,1545667619.0
157,294,326,104,195,216,1545667629.0
157,293,325,104,195,216,1545667639.0
157,293,325,103,194,216,1545667649.0
156,292,324,103,194,215,1545667659.0
156,292,324,103,194,215,1545667669.0
156,292,323,103,193,215,1545667679.0
156,291,323,103,193,215,1545667689.0
156,291,323,103,193,214,1545667699.0
156,291,323,103,193,214,1545667709.0
156,291,322,103,193,214,1545667719.0
156,290,322,103,193,214,1545667729.0
155,290,322,103,192,214,1545667739.0
156,290,328,103,193,217,1545668059.0
154,287,334,102,191,222,1545668369.0
155,286,325,102,190,215,1545668679.0
155,286,324,102,190,215,1545668699.0
155,286,323,102,190,215,1545668709.0
155,286,323,102,190,214,1545668719.0
155,286,323,102,190,214,1545668729.0
155,286,322,102,190,214,1545668739.0
155,286,322,102,190,214,1545668749.0
155,286,322,102,190,213,1545668759.0
155,286,321,102,190,213,1545668769.0
156,287,324,103,190,215,1545668779.0
156,287,324,103,190,215,1545668789.0
156,287,324,103,190,215,1545668799.0
156,287,323,103,190,215,1545668809.0
156,287,323,103,190,214,1545668819.0
156,287,322,103,190,214,1545668829.0
156,287,322,103,190,214,1545668839.0
156,287,321,103,190,213,1545668849.0
156,287,321,103,191,213,1545668859.0
157,287,320,103,191,213,1545668869.0
157,287,320,103,191,212,1545668879.0
157,287,319,104,191,212,1545668889.0
157,287,318,104,191,211,1545668899.0
157,287,318,104,191,211,1545668909.0
157,287,317,104,190,211,1545668919.0
157,287,317,104,190,210,1545668929.0
157,287,317,104,190,210,1545668939.0
157,287,317,104,190,210,1545668949.0
157,287,317,104,190,210,1545668959.0
157,287,317,104,190,211,1545668969.0
158,287,318,104,190,211,1545668979.0
158,287,317,104,190,211,1545668989.0
158,287,317,104,190,211,1545668999.0
158,287,317,104,190,211,1545669009.0
158,287,317,104,190,211,1545669019.0
158,287,317,104,190,211,1545669029.0
158,287,317,104,190,211,1545669039.0
158,287,317,104,190,210,1545669049.0
158,287,317,104,190,210,1545669059.0
158,286,317,104,190,210,1545669069.0
158,286,317,104,190,210,1545669079.0
158,286,317,104,190,210,1545669089.0
158,286,317,104,190,210,1545669099.0
158,286,317,104,190,210,1545669109.0
158,286,317,104,190,210,1545669119.0
158,286,317,104,190,210,1545669129.0
158,287,317,104,190,211,1545669139.0
158,287,317,104,190,211,1545669149.0
158,287,317,104,190,211,1545669159.0
158,287,318,104,190,211,1545669169.0
158,287,318,104,190,211,1545669179.0
158,287,318,104,190,211,1545669189.0
158,287,318,104,190,211,1545669199.0
158,287,318,104,190,211,1545669209.0
158,287,318,104,190,211,1545669219.0
158,287,318,104,190,211,1545669229.0
158,287,319,104,191,211,1545669239.0
158,287,319,104,191,212,1545669249.0
158,288,319,104,191,212,1545669259.0
158,288,320,104,191,212,1545669269.0
158,288,320,104,191,212,1545669279.0
158,288,320,104,191,213,1545669289.0
158,288,320,104,191,213,1545669299.0
158,288,321,104,191,213,1545669309.0
158,288,321,104,191,213,1545669319.0
158,289,321,105,191,213,1545669329.0
158,289,321,105,191,213,1545669339.0
158,288,321,105,191,213,1545669349.0
158,288,321,105,191,213,1545669359.0
158,288,321,105,191,213,1545669369.0
158,289,321,105,191,213,1545669379.0
158,289,321,105,192,213,1545669389.0
158,289,322,105,192,213,1545669399.0
158,289,322,105,192,214,1545669409.0
159,289,322,105,192,214,1545669419.0
159,290,322,105,192,214,1545669429.0
159,290,322,105,192,214,1545669439.0
159,290,322,105,192,214,1545669449.0
159,290,322,105,192,214,1545669459.0
159,290,323,105,192,214,1545669469.0
159,290,323,105,193,214,1545669479.0
159,291,323,105,193,214,1545669489.0
160,291,324,105,193,215,1545669499.0
160,291,324,106,193,215,1545669509.0
160,292,324,106,194,215,1545669519.0
160,292,325,106,194,216,1545669529.0
160,292,325,106,194,216,1545669539.0
160,293,326,106,194,216,1545669549.0
160,293,326,106,194,216,1545669559.0
161,293,326,106,195,216,1545669569.0
161,294,326,106,195,217,1545669579.0
161,294,327,106,195,217,1545669589.0
161,294,327,106,195,217,1545669599.0
161,295,328,107,196,218,1545669609.0
161,295,328,107,196,218,1545669619.0
162,296,329,107,196,218,1545669629.0
162,296,329,107,197,219,1545669639.0
162,297,330,107,197,219,1545669649.0
163,299,331,108,198,220,1545669693.0
163,299,332,108,198,220,1545669703.0
163,299,332,108,199,220,1545669713.0
163,299,332,108,199,220,1545669723.0
163,300,332,108,199,220,1545669733.0
163,300,332,108,199,221,1545669743.0
164,300,332,108,199,221,1545669753.0
164,300,333,108,199,221,1545669763.0
164,301,333,108,199,221,1545669773.0
164,301,334,109,200,222,1545669783.0
164,301,334,109,200,222,1545669793.0
165,302,335,109,200,222,1545669803.0
165,302,335,109,201,222,1545669813.0
165,303,335,109,201,223,1545669823.0
165,303,336,109,201,223,1545669833.0
165,303,336,109,201,223,1545669843.0
165,304,336,109,202,223,1545669853.0
166,304,337,110,202,224,1545669863.0
166,305,337,110,202,224,1545669873.0
166,305,338,110,203,224,1545669883.0
166,306,338,110,203,225,1545669893.0
167,306,339,110,203,225,1545669903.0
167,306,339,110,203,225,1545669913.0
167,307,340,110,204,226,1545669923.0
167,307,341,111,204,226,1545669933.0
168,308,342,111,204,227,1545669943.0
168,309,343,111,205,227,1545669953.0
168,309,343,111,205,228,1545669963.0
168,310,344,111,205,228,1545669973.0
168,310,345,111,206,229,1545669983.0
168,310,346,111,206,230,1545669993.0
168,311,347,111,206,230,1545670003.0
169,311,348,111,207,231,1545670013.0
169,312,349,112,207,232,1545670023.0
169,312,351,112,207,233,1545670033.0
169,313,352,112,208,234,1545670043.0
169,313,353,112,208,234,1545670053.0
169,314,354,112,208,235,1545670063.0
169,314,354,112,208,235,1545670073.0
169,314,355,112,209,236,1545670083.0
169,314,356,112,209,236,1545670093.0
169,315,356,112,209,237,1545670103.0
170,315,357,112,209,237,1545670113.0
170,316,358,112,210,238,1545670123.0
170,316,359,112,210,239,1545670133.0
170,317,360,113,210,239,1545670143.0
170,317,361,113,211,240,1545670153.0
171,318,361,113,211,240,1545670163.0
171,318,362,113,211,240,1545670173.0
171,318,363,113,211,241,1545670183.0
171,319,363,113,211,241,1545670193.0
171,319,364,113,212,242,1545670203.0
171,319,364,113,212,242,1545670213.0
172,320,365,113,212,243,1545670223.0
172,320,366,114,212,243,1545670233.0
172,320,366,114,213,243,1545670243.0
172,321,367,114,213,244,1545670253.0
172,321,368,114,213,244,1545670263.0
172,322,369,114,213,245,1545670273.0
172,322,369,114,214,245,1545670283.0
173,322,370,114,214,246,1545670293.0
173,323,371,114,214,246,1545670303.0
173,323,371,114,214,247,1545670313.0
173,324,372,114,215,247,1545670323.0
173,324,373,115,215,248,1545670333.0
174,325,374,115,216,248,1545670343.0
174,325,375,115,216,249,1545670353.0
174,326,376,115,216,249,1545670363.0
174,326,376,115,216,250,1545670373.0
