1545648532.0,203,152.7,179.0,20.1,53
1545648542.0,204,153.6,182.0,20.1,53
1545648552.0,203,152.7,183.0,19.8,54
1545648562.0,200,150.0,180.0,19.8,54
1545648572.0,207,156.3,188.0,19.8,54
1545648582.0,208,157.2,189.0,19.6,55
1545648592.0,209,158.1,191.0,19.6,55
1545648602.0,206,155.4,189.0,19.6,55
1545648612.0,203,152.7,184.0,19.3,54
1545648622.0,202,151.8,184.0,19.3,54
1545648632.0,199,148.2,175.0,19.3,54
1545648642.0,199,148.2,176.0,19.1,55
1545648652.0,201,150.9,179.0,19.1,55
1545648662.0,203,152.7,185.0,19.1,55
1545648672.0,199,149.1,181.0,18.9,55
1545648682.0,200,150.0,178.0,18.9,55
1545648692.0,201,150.9,178.0,18.9,55
1545648702.0,202,151.8,181.0,18.7,56
1545648712.0,200,150.0,185.0,18.7,56
1545648722.0,198,146.4,182.0,18.7,56
1545648732.0,199,148.2,185.0,18.6,56
1545648742.0,200,150.0,181.0,18.6,56
1545648752.0,199,148.2,181.0,18.6,56
1545648762.0,198,145.6,176.0,18.4,56
1545648772.0,197,143.8,177.0,18.4,56
1545648782.0,197,143.8,173.0,18.4,56
1545648792.0,195,141.1,172.0,18.3,57
1545648802.0,198,145.6,174.0,18.3,57
1545648812.0,198,145.6,173.0,18.3,57
1545648822.0,199,149.1,173.0,18.1,56
1545648832.0,199,148.2,175.0,18.1,56
1545648842.0,200,150.0,179.0,18.1,56
1545648852.0,199,149.1,179.0,18.0,57
1545648862.0,199,148.2,182.0,18.0,57
1545648872.0,198,147.3,182.0,18.0,57
1545648882.0,198,147.3,183.0,17.9,56
1545648892.0,199,148.2,180.0,17.9,56
1545648902.0,198,145.6,174.0,17.9,56
1545648912.0,198,145.6,175.0,17.8,56
1545648922.0,197,143.8,173.0,17.8,56
1545648932.0,198,147.3,180.0,17.8,56
1545648942.0,198,147.3,179.0,17.8,57
1545648952.0,198,145.6,179.0,17.8,57
1545649409.0,191,133.0,155.0,17.0,57
1545649419.0,191,133.9,158.0,17.0,57
1545649429.0,192,135.7,162.0,17.0,57
1545649439.0,192,134.8,164.0,17.0,57
1545649449.0,191,133.9,163.0,16.9,57
1545649459.0,191,133.9,163.0,16.9,57
1545649469.0,193,136.6,164.0,16.9,57
1545649479.0,193,137.5,164.0,16.9,58
1545649489.0,194,138.4,165.0,16.9,58
1545649499.0,193,137.5,163.0,16.9,58
1545649509.0,194,138.4,166.0,16.9,57
1545649519.0,193,136.6,164.0,16.9,57
1545649529.0,192,135.7,163.0,16.9,57
1545649539.0,193,137.5,163.0,16.9,58
1545649549.0,194,139.3,167.0,16.9,58
1545649559.0,194,138.4,165.0,16.9,58
1545649569.0,194,139.3,164.0,16.9,58
1545649579.0,194,139.3,163.0,16.9,58
1545649589.0,194,138.4,163.0,16.9,58
1545649599.0,193,136.6,161.0,16.8,58
1545649609.0,193,136.6,158.0,16.8,58
1545649619.0,193,137.5,158.0,16.8,58
1545649629.0,194,138.4,159.0,16.8,58
1545649639.0,193,136.6,160.0,16.8,58
1545649649.0,191,133.9,157.0,16.8,58
1545649659.0,190,130.3,154.0,16.8,58
1545649669.0,190,131.2,154.0,16.8,58
1545649679.0,191,133.0,157.0,16.8,58
1545649689.0,191,133.0,158.0,16.8,58
1545649699.0,189,129.4,153.0,16.8,58
1545649709.0,188,126.7,147.0,16.8,58
1545649719.0,187,124.9,145.0,16.8,58
1545649729.0,188,126.7,148.0,16.8,58
1545649739.0,190,130.3,155.0,16.8,58
1545650059.0,182,115.1,133.0,16.6,58
1545650369.0,184,119.6,137.0,16.5,58
1545650679.0,184,119.6,141.0,16.3,58
